choosen_door_number,choosen_door_is_grand_prize,last_door_number,last_door_is_grand_prize
14,false,12,true
85,false,17,true
94,false,8,true
12,false,92,true
36,false,32,true
84,false,29,true
52,false,56,true
4,false,24,true
40,false,6,true
2,false,47,true
28,false,18,true
43,false,56,true
91,false,81,true
18,false,8,true
41,false,44,true
24,false,52,true
23,false,6,true
36,false,53,true
39,false,7,true
36,false,12,true
14,false,65,true
79,false,66,true
91,false,73,true
10,false,44,true
65,false,77,true
16,false,77,true
82,false,39,true
85,false,53,true
42,false,84,true
68,false,48,true
79,true,52,false
60,false,75,true
42,false,63,true
81,false,24,true
54,false,65,true
14,false,64,true
15,false,65,true
21,false,37,true
36,false,79,true
11,false,46,true
66,false,19,true
52,false,13,true
80,false,11,true
56,false,97,true
96,false,43,true
55,false,46,true
62,false,85,true
21,false,66,true
69,false,57,true
23,false,30,true
59,false,26,true
71,false,100,true
11,false,42,true
45,false,46,true
18,false,60,true
61,false,90,true
9,false,82,true
42,false,36,true
60,false,88,true
69,false,88,true
6,false,47,true
59,false,66,true
55,false,100,true
60,false,57,true
29,false,76,true
46,false,60,true
42,false,60,true
53,false,34,true
56,false,70,true
31,false,78,true
63,false,35,true
47,false,85,true
91,false,17,true
83,false,45,true
45,false,54,true
99,false,100,true
60,false,14,true
19,false,46,true
65,false,18,true
60,false,54,true
5,false,85,true
28,false,74,true
20,false,71,true
96,false,28,true
94,false,26,true
68,false,27,true
32,false,77,true
80,false,92,true
100,false,60,true
54,false,73,true
77,false,34,true
42,false,11,true
98,false,73,true
17,false,19,true
93,false,14,true
83,true,82,false
92,false,75,true
69,false,53,true
60,false,50,true
34,false,90,true
54,false,29,true
51,false,63,true
38,false,45,true
60,false,36,true
4,false,51,true
31,false,53,true
22,false,1,true
87,false,21,true
85,false,28,true
10,false,29,true
44,false,4,true
13,false,79,true
4,false,40,true
69,false,31,true
9,false,92,true
52,false,39,true
79,false,90,true
33,true,9,false
16,false,34,true
35,false,91,true
16,false,84,true
82,false,7,true
93,false,16,true
1,false,44,true
70,false,23,true
58,false,45,true
35,false,17,true
79,false,33,true
33,false,10,true
74,false,15,true
77,false,91,true
69,false,60,true
36,false,26,true
40,false,34,true
8,false,68,true
38,false,51,true
36,false,67,true
10,false,25,true
43,false,19,true
70,false,32,true
92,false,9,true
7,false,46,true
36,false,64,true
69,false,44,true
75,false,35,true
14,false,29,true
34,false,35,true
27,false,83,true
92,false,80,true
1,false,54,true
90,false,50,true
19,false,39,true
74,false,4,true
59,false,6,true
60,false,42,true
100,false,67,true
90,false,20,true
95,false,51,true
73,false,61,true
8,false,61,true
87,false,8,true
91,false,35,true
76,false,63,true
87,false,35,true
37,false,49,true
71,false,63,true
35,false,2,true
65,false,94,true
77,false,20,true
40,false,98,true
80,false,85,true
62,false,47,true
97,false,100,true
98,false,83,true
16,false,96,true
100,false,92,true
83,false,20,true
25,false,88,true
97,false,31,true
95,false,14,true
51,false,15,true
8,false,52,true
39,false,75,true
57,false,95,true
32,false,9,true
8,false,90,true
59,false,1,true
9,false,21,true
44,false,15,true
75,false,27,true
11,false,14,true
4,false,3,true
28,false,76,true
94,false,76,true
38,false,33,true
48,false,50,true
11,false,74,true
34,false,46,true
37,false,8,true
27,false,31,true
28,false,11,true
81,false,40,true
76,false,72,true
37,false,81,true
96,false,46,true
54,false,22,true
65,false,95,true
57,false,15,true
94,false,8,true
89,false,100,true
25,false,82,true
30,false,60,true
98,false,66,true
95,false,52,true
52,false,71,true
60,false,27,true
26,false,58,true
48,false,71,true
53,false,12,true
18,false,97,true
56,false,28,true
49,false,87,true
98,false,27,true
44,false,63,true
79,false,71,true
25,false,9,true
84,false,2,true
72,false,3,true
85,false,67,true
15,false,29,true
61,false,9,true
28,false,53,true
2,false,34,true
76,false,85,true
87,false,43,true
61,false,84,true
95,false,6,true
66,false,51,true
79,false,33,true
51,false,40,true
80,false,47,true
60,false,4,true
41,false,42,true
10,false,47,true
48,false,32,true
44,false,57,true
22,false,65,true
69,false,80,true
76,false,88,true
37,false,21,true
82,false,72,true
92,false,51,true
1,false,70,true
71,false,54,true
28,false,12,true
71,false,69,true
27,false,89,true
76,false,20,true
22,false,100,true
93,false,16,true
81,false,44,true
60,false,8,true
87,false,60,true
76,false,85,true
37,false,83,true
67,false,100,true
18,false,37,true
97,false,5,true
91,false,48,true
21,false,80,true
45,false,50,true
47,false,77,true
38,false,46,true
83,false,3,true
87,false,58,true
7,false,49,true
21,false,72,true
49,false,44,true
58,false,57,true
93,false,52,true
19,false,92,true
55,false,10,true
72,false,24,true
37,false,92,true
64,false,87,true
6,false,8,true
48,false,65,true
18,false,66,true
21,false,25,true
19,false,78,true
61,false,47,true
49,false,24,true
8,false,97,true
35,false,37,true
27,false,81,true
69,false,81,true
52,false,68,true
39,false,81,true
52,false,82,true
19,false,22,true
44,false,96,true
81,false,5,true
4,false,91,true
49,false,18,true
61,false,32,true
79,false,59,true
12,false,91,true
78,false,15,true
6,false,11,true
19,false,16,true
82,false,39,true
8,false,49,true
37,false,45,true
56,false,2,true
5,false,11,true
69,false,13,true
59,false,25,true
25,false,64,true
9,false,66,true
96,false,2,true
34,false,88,true
19,false,75,true
17,false,54,true
73,false,76,true
13,false,58,true
6,false,97,true
48,false,47,true
80,false,15,true
49,false,75,true
46,false,66,true
38,false,19,true
41,false,77,true
32,false,31,true
62,true,72,false
29,false,4,true
96,false,86,true
92,false,18,true
12,false,17,true
97,false,13,true
55,false,49,true
33,false,34,true
55,false,44,true
58,false,23,true
32,false,37,true
32,false,69,true
53,false,98,true
63,false,48,true
29,false,5,true
55,false,65,true
75,false,78,true
78,false,1,true
7,false,42,true
69,false,34,true
22,false,13,true
78,false,45,true
97,false,7,true
97,false,73,true
16,false,98,true
88,false,97,true
26,false,79,true
36,false,15,true
86,false,47,true
31,false,12,true
59,false,33,true
36,false,48,true
91,false,45,true
34,false,26,true
34,false,66,true
69,false,53,true
37,false,32,true
15,false,45,true
93,false,42,true
26,false,40,true
71,false,22,true
23,false,77,true
32,false,6,true
24,false,21,true
18,false,7,true
33,false,90,true
28,false,51,true
34,false,72,true
16,false,76,true
22,false,6,true
13,false,63,true
2,false,96,true
18,false,72,true
73,false,72,true
51,false,63,true
73,false,23,true
89,false,70,true
55,false,50,true
95,false,3,true
100,false,42,true
14,false,40,true
43,false,12,true
40,false,81,true
91,false,45,true
88,false,68,true
81,false,22,true
51,false,55,true
49,false,28,true
73,false,51,true
91,false,13,true
37,false,90,true
89,false,51,true
52,false,72,true
67,false,25,true
30,false,74,true
4,false,40,true
3,false,74,true
31,false,32,true
48,false,13,true
92,false,16,true
10,false,62,true
36,false,92,true
92,false,99,true
57,false,77,true
70,false,51,true
7,false,40,true
79,false,47,true
80,false,22,true
42,false,43,true
91,false,33,true
16,false,48,true
99,false,25,true
48,false,87,true
57,false,73,true
21,false,44,true
95,false,92,true
97,false,31,true
39,false,33,true
2,false,53,true
26,false,57,true
72,false,80,true
59,false,25,true
13,false,11,true
97,false,22,true
73,false,82,true
62,false,39,true
16,false,66,true
66,false,2,true
78,false,83,true
17,false,34,true
87,false,9,true
87,false,47,true
45,false,89,true
97,false,19,true
93,false,70,true
95,false,42,true
49,false,65,true
69,false,41,true
99,false,4,true
72,false,59,true
22,false,16,true
60,false,35,true
76,false,43,true
90,false,24,true
19,false,78,true
33,false,4,true
93,false,88,true
41,false,18,true
16,false,76,true
42,false,29,true
85,false,48,true
95,false,53,true
56,false,11,true
26,false,95,true
45,false,16,true
45,false,39,true
82,false,72,true
32,false,64,true
52,false,71,true
36,false,86,true
18,false,24,true
89,false,98,true
57,false,18,true
23,false,46,true
42,false,50,true
52,false,87,true
71,false,95,true
44,false,32,true
39,false,62,true
29,false,21,true
27,false,16,true
77,false,43,true
55,false,36,true
24,false,87,true
5,false,86,true
50,false,39,true
39,false,31,true
36,true,64,false
96,false,90,true
75,false,26,true
72,false,85,true
43,false,58,true
89,false,77,true
49,false,18,true
19,false,30,true
78,false,32,true
54,false,87,true
48,false,99,true
34,false,38,true
15,false,20,true
66,false,28,true
56,false,97,true
76,false,26,true
52,false,10,true
37,false,86,true
61,false,60,true
96,false,34,true
91,false,24,true
85,false,47,true
99,false,73,true
48,false,3,true
35,false,93,true
40,false,44,true
31,false,10,true
64,false,71,true
56,false,55,true
26,false,76,true
83,false,33,true
95,false,87,true
69,false,11,true
40,false,98,true
52,false,58,true
70,false,92,true
31,false,68,true
55,false,74,true
27,false,14,true
21,false,43,true
30,false,1,true
98,false,25,true
27,false,4,true
75,false,10,true
76,false,78,true
3,false,71,true
15,false,14,true
93,false,1,true
19,false,5,true
19,false,93,true
10,false,96,true
39,false,44,true
65,false,4,true
51,false,30,true
26,false,43,true
99,false,83,true
81,false,11,true
96,true,23,false
84,false,66,true
25,false,31,true
27,false,13,true
30,false,88,true
6,false,9,true
80,false,31,true
67,false,52,true
84,false,72,true
27,false,53,true
89,false,33,true
38,false,30,true
11,false,8,true
62,false,92,true
68,false,45,true
79,false,27,true
99,false,80,true
6,false,89,true
40,false,53,true
74,false,34,true
25,false,45,true
27,false,16,true
36,false,89,true
28,false,91,true
88,false,31,true
82,false,42,true
15,false,41,true
46,false,58,true
23,false,58,true
39,false,52,true
34,false,77,true
98,false,10,true
62,false,44,true
81,false,97,true
12,false,80,true
67,false,13,true
17,false,14,true
6,false,93,true
10,false,56,true
42,false,51,true
43,false,92,true
72,false,90,true
42,false,8,true
95,false,5,true
42,false,91,true
38,false,39,true
43,false,72,true
30,false,48,true
38,false,72,true
31,false,40,true
81,false,68,true
92,false,2,true
36,false,29,true
30,false,41,true
65,false,59,true
10,false,32,true
82,false,60,true
63,false,60,true
74,false,96,true
44,false,68,true
22,false,29,true
96,false,73,true
71,false,89,true
84,false,8,true
78,false,62,true
95,false,97,true
20,false,32,true
74,false,57,true
99,false,66,true
54,false,57,true
10,false,16,true
96,false,65,true
36,false,52,true
15,false,24,true
62,false,73,true
21,false,52,true
37,false,83,true
88,false,50,true
62,false,35,true
95,false,38,true
51,false,66,true
95,false,47,true
74,false,21,true
86,false,1,true
70,false,47,true
43,false,98,true
28,false,91,true
100,false,78,true
93,false,59,true
72,false,44,true
34,false,95,true
89,false,43,true
71,false,69,true
66,false,34,true
26,false,24,true
70,false,37,true
23,false,85,true
94,false,87,true
61,false,33,true
94,false,11,true
96,false,22,true
67,false,50,true
13,false,74,true
40,false,26,true
16,false,8,true
33,false,99,true
2,false,37,true
60,false,14,true
74,false,7,true
73,false,96,true
41,false,6,true
55,false,53,true
7,false,83,true
79,false,71,true
18,false,72,true
24,false,7,true
16,false,36,true
21,false,47,true
86,false,4,true
73,false,84,true
32,false,41,true
44,false,33,true
58,false,98,true
21,false,62,true
31,false,45,true
22,false,25,true
79,false,59,true
35,false,73,true
54,false,89,true
99,false,65,true
33,false,97,true
57,false,89,true
29,false,92,true
15,false,92,true
49,false,30,true
8,false,74,true
29,false,79,true
52,false,84,true
97,false,42,true
24,false,86,true
20,false,53,true
19,false,57,true
53,false,38,true
51,false,30,true
8,false,14,true
80,false,82,true
100,false,3,true
69,false,59,true
51,false,100,true
88,false,91,true
63,false,40,true
4,false,53,true
2,false,1,true
89,false,70,true
55,false,17,true
92,false,63,true
78,false,84,true
88,false,64,true
7,false,96,true
30,false,32,true
83,false,4,true
59,false,35,true
4,false,80,true
43,false,14,true
13,false,48,true
68,false,24,true
30,false,1,true
48,false,66,true
57,false,79,true
64,false,75,true
52,false,92,true
84,false,87,true
84,false,26,true
79,false,28,true
80,false,82,true
52,false,33,true
53,false,67,true
86,false,100,true
60,false,48,true
51,false,56,true
3,false,65,true
7,false,95,true
89,false,92,true
63,false,59,true
99,false,26,true
85,false,87,true
20,false,67,true
85,false,5,true
53,false,91,true
8,false,28,true
46,false,35,true
31,false,1,true
14,false,32,true
98,false,47,true
47,false,41,true
74,false,60,true
6,false,33,true
71,false,53,true
44,false,12,true
63,false,69,true
74,false,17,true
22,false,63,true
54,false,92,true
56,false,67,true
41,false,51,true
4,false,75,true
51,false,90,true
67,false,47,true
32,false,80,true
14,false,44,true
25,false,88,true
91,false,6,true
54,true,11,false
66,false,25,true
53,false,67,true
80,false,1,true
28,false,16,true
65,false,49,true
52,false,12,true
66,false,56,true
37,false,32,true
69,false,23,true
25,false,51,true
32,false,19,true
53,false,97,true
85,false,52,true
65,false,98,true
83,false,36,true
67,false,38,true
76,false,48,true
99,false,93,true
67,false,87,true
4,false,69,true
25,false,84,true
58,false,61,true
74,false,100,true
19,false,6,true
95,false,82,true
27,false,31,true
58,false,32,true
84,false,67,true
53,false,58,true
68,false,67,true
99,false,84,true
93,false,92,true
5,false,9,true
21,false,67,true
67,false,64,true
47,false,45,true
74,false,1,true
12,false,69,true
92,false,69,true
85,false,43,true
49,false,23,true
64,false,23,true
47,false,54,true
65,false,26,true
72,false,34,true
69,false,89,true
15,false,6,true
85,false,66,true
98,false,75,true
60,false,55,true
62,false,10,true
89,false,18,true
79,false,100,true
9,false,56,true
8,false,85,true
46,false,52,true
59,false,85,true
70,false,53,true
71,false,37,true
94,false,13,true
9,false,21,true
18,false,15,true
89,false,14,true
1,false,54,true
74,false,29,true
1,false,39,true
80,false,55,true
42,false,88,true
74,false,99,true
65,false,40,true
23,false,1,true
27,false,23,true
11,false,19,true
45,false,88,true
61,false,3,true
19,false,41,true
79,false,38,true
49,false,69,true
99,false,64,true
3,false,95,true
50,false,52,true
48,false,78,true
57,false,76,true
2,false,69,true
47,false,29,true
94,false,18,true
80,false,1,true
84,false,92,true
35,false,33,true
87,false,11,true
97,false,18,true
72,false,35,true
2,false,27,true
58,false,5,true
10,false,94,true
7,false,79,true
11,false,34,true
31,false,99,true
15,false,27,true
13,false,85,true
65,false,32,true
16,false,79,true
90,false,75,true
81,false,86,true
23,true,25,false
8,false,60,true
77,false,73,true
39,true,62,false
9,false,64,true
35,false,61,true
49,false,19,true
24,false,96,true
50,false,65,true
88,false,12,true
65,false,11,true
7,false,97,true
28,false,83,true
35,false,20,true
64,false,47,true
54,false,27,true
58,false,46,true
99,false,66,true
92,false,74,true
26,false,85,true
68,false,71,true
95,false,27,true
29,false,81,true
5,false,25,true
76,false,44,true
74,false,64,true
20,false,68,true
93,false,61,true
60,false,96,true
18,false,76,true
20,false,21,true
93,false,71,true
26,false,31,true
68,false,24,true
71,false,64,true
1,false,98,true
65,false,18,true
81,false,39,true
82,false,26,true
67,false,66,true
80,false,1,true
85,false,32,true
34,false,83,true
69,false,82,true
98,false,45,true
98,false,89,true
65,false,14,true
88,false,63,true
23,false,28,true
85,false,17,true
74,false,12,true
46,false,25,true
8,false,77,true
98,false,29,true
57,false,34,true
21,false,64,true
29,false,14,true
51,false,35,true
80,false,26,true
57,false,27,true
4,false,48,true
31,false,75,true
79,false,29,true
20,false,39,true
35,false,78,true
77,false,44,true
17,false,70,true
68,false,73,true
68,false,84,true
23,false,1,true
49,false,89,true
48,false,46,true
32,false,19,true
100,false,40,true
6,false,46,true
16,false,87,true
63,false,37,true
10,false,77,true
52,false,45,true
70,false,42,true
79,false,67,true
9,false,35,true
15,false,100,true
63,false,90,true
77,false,34,true
80,false,10,true
92,false,72,true
59,true,76,false
10,false,46,true
65,false,40,true
81,false,24,true
48,false,25,true
26,false,68,true
32,false,23,true
20,false,56,true
61,false,64,true
76,false,17,true
46,false,19,true
24,false,56,true
2,false,45,true
53,false,73,true
97,false,72,true
36,false,32,true
22,false,14,true
8,false,34,true
39,true,41,false
55,false,51,true
15,false,16,true
17,false,85,true
15,false,78,true
75,false,61,true
69,false,87,true
34,false,92,true
88,false,79,true
40,false,89,true
43,false,83,true
94,false,1,true
73,false,34,true
89,false,20,true
86,false,60,true
21,false,5,true
27,false,11,true
94,false,23,true
92,false,95,true
88,false,13,true
31,false,83,true
22,false,45,true
50,false,35,true
25,false,45,true
97,false,96,true
19,false,77,true
84,false,85,true
96,false,18,true
71,false,9,true
81,false,85,true
3,false,16,true
75,false,89,true
22,false,19,true
11,false,81,true
88,false,9,true
27,false,84,true
94,false,53,true
65,false,44,true
82,false,30,true
57,false,64,true
55,false,7,true
46,false,61,true
76,false,11,true
51,false,78,true
58,false,45,true
74,false,36,true
72,false,64,true
89,false,29,true
89,false,31,true
79,false,90,true
85,false,68,true
68,false,72,true
81,false,49,true
50,false,16,true
55,false,100,true
37,false,68,true
2,false,8,true
31,false,74,true
17,false,20,true
11,false,92,true
44,false,79,true
89,false,55,true
34,true,85,false
76,false,41,true
23,false,39,true
41,false,88,true
53,false,17,true
51,false,13,true
1,false,88,true
14,false,62,true
37,false,29,true
87,false,37,true
72,false,15,true
29,false,15,true
53,false,8,true
88,false,2,true
62,false,96,true
27,false,65,true
40,false,62,true
57,false,100,true
7,false,39,true
16,false,49,true
15,false,55,true
8,false,45,true
13,false,66,true
86,false,13,true
68,false,65,true
54,false,1,true
31,false,19,true
94,false,75,true
36,false,61,true
100,false,76,true
48,false,78,true
76,false,31,true
26,false,67,true
19,false,55,true
97,false,28,true
67,false,4,true
33,false,13,true
52,false,44,true
96,false,74,true
71,false,79,true
19,false,91,true
58,false,3,true
41,false,25,true
31,false,73,true
45,false,81,true
52,false,57,true
46,false,50,true
19,false,48,true
23,false,81,true
78,false,7,true
16,false,34,true
94,false,78,true
73,false,77,true
53,false,61,true
64,false,65,true
79,false,15,true
91,false,30,true
26,false,90,true
47,false,88,true
22,false,13,true
31,false,29,true
76,false,8,true
73,false,72,true
10,false,84,true
66,false,97,true
18,false,52,true
83,false,10,true
94,false,81,true
12,false,92,true
49,false,96,true
35,false,40,true
75,false,1,true
26,false,87,true
36,false,97,true
1,false,71,true
50,false,45,true
47,false,8,true
50,false,43,true
49,false,33,true
49,false,2,true
64,false,24,true
6,false,94,true
68,false,6,true
80,false,79,true
52,false,19,true
37,false,21,true
61,false,60,true
15,false,93,true
7,false,12,true
72,false,98,true
81,false,87,true
87,false,39,true
88,false,19,true
41,false,58,true
43,false,14,true
7,false,100,true
32,false,5,true
97,false,81,true
88,false,38,true
81,true,34,false
62,false,7,true
40,false,55,true
64,false,26,true
32,false,77,true
89,false,50,true
58,false,76,true
74,false,41,true
95,false,93,true
8,false,43,true
84,false,35,true
35,false,20,true
69,false,45,true
8,false,99,true
60,false,65,true
41,false,13,true
7,false,45,true
25,false,58,true
27,false,54,true
77,false,82,true
72,false,45,true
49,false,9,true
21,false,11,true
3,false,18,true
66,false,52,true
83,false,27,true
1,false,66,true
68,false,87,true
65,false,61,true
2,false,43,true
71,false,48,true
86,false,46,true
76,false,64,true
28,false,60,true
80,false,39,true
77,false,67,true
5,false,98,true
86,false,91,true
47,false,30,true
32,false,55,true
62,false,11,true
31,false,30,true
77,false,4,true
34,false,6,true
38,false,2,true
8,false,40,true
64,false,7,true
71,false,28,true
61,false,3,true
89,false,98,true
99,false,100,true
62,false,35,true
1,false,58,true
12,false,97,true
55,false,16,true
47,false,48,true
30,false,93,true
6,false,11,true
10,false,91,true
19,false,31,true
56,false,60,true
44,false,41,true
12,false,82,true
42,false,30,true
56,false,75,true
70,false,66,true
20,false,35,true
83,false,51,true
91,false,49,true
33,false,48,true
61,false,27,true
25,false,53,true
74,false,99,true
31,false,54,true
34,false,46,true
71,false,49,true
51,false,9,true
1,false,11,true
100,false,82,true
94,false,80,true
15,false,94,true
66,false,68,true
78,false,30,true
94,false,70,true
63,false,8,true
70,false,6,true
1,false,68,true
87,false,53,true
22,false,92,true
71,false,93,true
46,false,94,true
27,true,69,false
30,false,32,true
65,false,87,true
56,false,99,true
91,false,54,true
64,false,72,true
46,false,80,true
44,false,10,true
65,false,75,true
18,false,27,true
75,false,15,true
20,false,37,true
49,false,1,true
40,false,15,true
70,false,61,true
33,false,24,true
39,false,94,true
82,false,66,true
80,false,67,true
16,false,13,true
9,true,49,false
84,false,63,true
48,false,12,true
100,false,63,true
22,false,10,true
100,false,91,true
22,false,74,true
21,false,84,true
84,false,90,true
60,false,18,true
20,false,83,true
75,false,70,true
28,false,12,true
50,false,70,true
60,false,64,true
87,false,77,true
64,false,16,true
17,false,57,true
45,false,25,true
29,false,33,true
10,false,32,true
34,false,83,true
99,false,65,true
52,false,54,true
93,false,39,true
74,false,7,true
10,false,69,true
44,false,20,true
67,false,72,true
55,false,25,true
89,false,46,true
25,false,68,true
98,false,10,true
30,false,38,true
89,false,56,true
64,false,56,true
23,false,82,true
99,false,2,true
54,false,45,true
41,false,1,true
28,false,14,true
36,false,95,true
9,false,57,true
52,false,68,true
81,false,48,true
37,false,41,true
82,false,79,true
43,false,16,true
34,false,99,true
5,false,34,true
94,false,91,true
97,false,4,true
3,false,93,true
3,false,23,true
50,false,53,true
89,false,91,true
6,false,52,true
59,false,97,true
46,false,77,true
11,false,14,true
77,false,80,true
69,false,51,true
60,false,23,true
67,false,49,true
96,false,73,true
21,false,31,true
22,false,19,true
90,false,10,true
99,false,74,true
73,false,56,true
47,false,42,true
30,false,33,true
44,false,51,true
50,false,41,true
17,false,31,true
17,false,33,true
36,false,34,true
35,false,60,true
31,false,49,true
84,false,80,true
8,false,43,true
88,false,73,true
43,false,34,true
35,false,62,true
94,false,6,true
13,false,22,true
76,false,62,true
13,false,69,true
18,false,35,true
28,false,44,true
9,false,64,true
73,false,82,true
42,false,85,true
21,false,13,true
86,false,54,true
87,false,98,true
88,false,50,true
13,false,38,true
40,false,26,true
31,false,8,true
29,false,47,true
31,false,98,true
74,false,31,true
12,false,76,true
12,false,2,true
22,false,66,true
34,false,29,true
7,false,53,true
87,false,54,true
36,false,85,true
27,false,3,true
43,false,67,true
20,false,36,true
15,false,28,true
32,false,99,true
63,false,5,true
90,false,91,true
20,false,70,true
73,false,84,true
41,false,17,true
24,false,46,true
36,false,51,true
89,false,96,true
94,false,52,true
12,false,90,true
17,false,80,true
25,false,45,true
79,false,8,true
68,false,53,true
43,false,11,true
87,false,37,true
51,false,21,true
88,false,29,true
81,false,59,true
91,false,72,true
73,false,69,true
100,false,24,true
63,false,88,true
52,false,83,true
24,false,25,true
74,false,50,true
92,false,5,true
95,false,62,true
55,false,20,true
93,false,95,true
13,false,82,true
86,false,48,true
87,false,79,true
73,false,72,true
42,false,91,true
48,false,39,true
11,false,28,true
24,false,20,true
